charge,anlage,area,product,recipe,start,ende,diff,diffm
7422516_7422525,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2021-01-29 17:14:37.604000+00:00,2021-01-29 18:39:56.146000+00:00,0 days 01:25:18.542000,85.30903333333333
7422542_7422556,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2021-01-29 04:12:52.549000+00:00,2021-01-29 04:30:17.968000+00:00,0 days 00:17:25.419000,17.42365
7422910_7422914,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2021-01-29 06:15:46.334000+00:00,2021-01-29 06:39:50.490000+00:00,0 days 00:24:04.156000,24.069266666666667
7422951_7422955,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2021-01-29 08:06:59.955000+00:00,2021-01-29 08:35:00.690000+00:00,0 days 00:28:00.735000,28.01225
7422960_7422964,Loesebehaelter_#_SIP_#_RP06_SIP_BEHAELTER,Loesebehaelter,SIP,RP06_SIP_BEHAELTER,2021-01-29 15:36:43.136000+00:00,2021-01-29 16:20:14.455000+00:00,0 days 00:43:31.319000,43.52198333333333
7423141_7423152,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-01-31 21:02:07.498000+00:00,2021-01-31 22:15:07.609000+00:00,0 days 01:13:00.111000,73.00185
7423154_7423164,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2021-01-31 22:41:13.514000+00:00,2021-01-31 23:47:54.912000+00:00,0 days 01:06:41.398000,66.68996666666666
7423180_7423184,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2021-01-29 17:49:01.442000+00:00,2021-01-29 18:06:25.574000+00:00,0 days 00:17:24.132000,17.4022
7423475_7423479,Ventilknoten_Abf_#_CIP_PLS_A_#_RP23_CIP_FUELLER,Ventilknoten_Abf,CIP_PLS_A,RP23_CIP_FUELLER,2021-01-29 13:38:33.097000+00:00,2021-01-29 14:28:30.831000+00:00,0 days 00:49:57.734000,49.96223333333333
7423582_7423586,Abfuellbeh_2_#_SIP_#_RP06_SIP_BEHAELTER,Abfuellbeh_2,SIP,RP06_SIP_BEHAELTER,2021-01-29 17:40:18.509000+00:00,2021-01-29 19:11:28.584000+00:00,0 days 01:31:10.075000,91.16791666666668
7423613_7423617,Ventilknoten_Abf_#_SIP_#_RP36_SIP_ABF_KNT,Ventilknoten_Abf,SIP,RP36_SIP_ABF_KNT,2021-02-01 00:27:14.316000+00:00,2021-02-01 00:52:53.705000+00:00,0 days 00:25:39.389000,25.65648333333333
7423627_7423631,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2021-01-31 21:01:51.815000+00:00,2021-01-31 21:38:42.747000+00:00,0 days 00:36:50.932000,36.848866666666666
7424817_7424821,Abfuellbeh_1_#_SIP_#_RP06_SIP_BEHAELTER,Abfuellbeh_1,SIP,RP06_SIP_BEHAELTER,2021-02-01 00:27:38.896000+00:00,2021-02-01 02:23:06.879000+00:00,0 days 01:55:27.983000,115.46638333333334
7425060_7425068,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-01 01:24:08.513000+00:00,2021-02-01 02:17:31.500000+00:00,0 days 00:53:22.987000,53.383116666666666
7425067_7425073,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2021-01-31 23:34:00.105000+00:00,2021-01-31 23:57:17.990000+00:00,0 days 00:23:17.885000,23.29808333333333
7425074_7425078,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2021-02-01 01:23:58.410000+00:00,2021-02-01 02:37:53.063000+00:00,0 days 01:13:54.653000,73.91088333333333
7425099_7425103,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2021-01-31 23:54:44.118000+00:00,2021-02-01 00:21:37.153000+00:00,0 days 00:26:53.035000,26.883916666666668
7425113_7425123,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2021-01-31 23:59:49.835000+00:00,2021-02-01 00:23:49.147000+00:00,0 days 00:23:59.312000,23.988533333333333
7425356_7425360,Ventilknoten_Abf_#_CIP_PLS_A_#_RP23_CIP_FUELLER,Ventilknoten_Abf,CIP_PLS_A,RP23_CIP_FUELLER,2021-02-01 02:35:08.186000+00:00,2021-02-01 04:04:37.149000+00:00,0 days 01:29:28.963000,89.48271666666666
7425367_7425373,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2021-02-01 02:56:21.806000+00:00,2021-02-01 03:21:47.205000+00:00,0 days 00:25:25.399000,25.42331666666667
7426128_7426135,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-01 10:35:51.742000+00:00,2021-02-01 11:27:22.480000+00:00,0 days 00:51:30.738000,51.5123
7426136_7426145,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2021-02-01 07:54:47.298000+00:00,2021-02-01 09:18:20.651000+00:00,0 days 01:23:33.353000,83.55588333333333
7426137_7426144,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2021-02-01 10:35:41.539000+00:00,2021-02-01 10:51:21.321000+00:00,0 days 00:15:39.782000,15.663033333333331
7426267_7426271,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2021-02-01 09:28:18.953000+00:00,2021-02-01 09:52:31.801000+00:00,0 days 00:24:12.848000,24.214133333333333
7426365_7426369,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2021-02-01 11:12:45.216000+00:00,2021-02-01 11:38:04.762000+00:00,0 days 00:25:19.546000,25.325766666666667
7426539_7426543,Loesebehaelter_#_SIP_#_RP06_SIP_BEHAELTER,Loesebehaelter,SIP,RP06_SIP_BEHAELTER,2021-02-01 11:43:51.593000+00:00,2021-02-01 12:20:01.609000+00:00,0 days 00:36:10.016000,36.16693333333333
7426760_7426779,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-01 12:40:28.106000+00:00,2021-02-01 13:52:42.180000+00:00,0 days 01:12:14.074000,72.23456666666667
7426767_7426785,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2021-02-01 15:26:19.772000+00:00,2021-02-01 16:35:26.171000+00:00,0 days 01:09:06.399000,69.10665
7426792_7426797,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2021-02-01 12:40:14.283000+00:00,2021-02-01 12:57:41.261000+00:00,0 days 00:17:26.978000,17.449633333333335
7427099_7427103,Abfuellbeh_2_#_SIP_#_RP06_SIP_BEHAELTER,Abfuellbeh_2,SIP,RP06_SIP_BEHAELTER,2021-02-01 13:52:51.461000+00:00,2021-02-01 15:14:46.172000+00:00,0 days 01:21:54.711000,81.91185
7427483_7427490,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2021-02-01 16:51:52.238000+00:00,2021-02-01 17:27:30.106000+00:00,0 days 00:35:37.868000,35.63113333333333
7427532_7427540,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-01 17:59:05.678000+00:00,2021-02-01 19:08:50.335000+00:00,0 days 01:09:44.657000,69.74428333333333
7427541_7427545,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2021-02-01 16:53:29.245000+00:00,2021-02-01 17:16:48.916000+00:00,0 days 00:23:19.671000,23.32785
7427546_7427550,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2021-02-01 17:41:34.873000+00:00,2021-02-01 17:57:13.529000+00:00,0 days 00:15:38.656000,15.644266666666669
7427598_7427602,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2021-02-01 17:17:29.790000+00:00,2021-02-01 17:41:27.085000+00:00,0 days 00:23:57.295000,23.954916666666666
7427654_7427665,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2021-02-01 17:58:16.726000+00:00,2021-02-01 18:23:23.505000+00:00,0 days 00:25:06.779000,25.11298333333333
7427866_7427871,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-01 19:28:34.408000+00:00,2021-02-01 20:45:36.876000+00:00,0 days 01:17:02.468000,77.04113333333333
7427880_7427887,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2021-02-01 20:50:24.393000+00:00,2021-02-01 21:57:13.908000+00:00,0 days 01:06:49.515000,66.82525
7427909_7427917,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2021-02-01 19:29:00.028000+00:00,2021-02-01 19:46:25.591000+00:00,0 days 00:17:25.563000,17.42605
7428346_7428356,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2021-02-01 21:58:10.393000+00:00,2021-02-01 22:25:23.843000+00:00,0 days 00:27:13.450000,27.224166666666665
7428444_7428449,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-02 00:15:17.816000+00:00,2021-02-02 01:07:28.507000+00:00,0 days 00:52:10.691000,52.17818333333334
7428448_7428457,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2021-02-01 22:51:37.100000+00:00,2021-02-01 23:49:43.835000+00:00,0 days 00:58:06.735000,58.11225
7428458_7428462,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2021-02-02 00:15:07.353000+00:00,2021-02-02 00:30:44.526000+00:00,0 days 00:15:37.173000,15.61955
7428636_7428640,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2021-02-01 23:50:56.090000+00:00,2021-02-02 00:14:57.953000+00:00,0 days 00:24:01.863000,24.03105
7428690_7428694,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2021-02-02 00:41:18.518000+00:00,2021-02-02 01:06:55.394000+00:00,0 days 00:25:36.876000,25.6146
7428896_7428905,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-02 02:12:35.993000+00:00,2021-02-02 03:23:44.753000+00:00,0 days 01:11:08.760000,71.146
7428916_7428932,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2021-02-02 03:23:52.459000+00:00,2021-02-02 04:33:00.770000+00:00,0 days 01:09:08.311000,69.13851666666666
7428931_7428938,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2021-02-02 02:12:55.467000+00:00,2021-02-02 02:30:21.087000+00:00,0 days 00:17:25.620000,17.427
7429503_7429510,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2021-02-02 04:36:28.612000+00:00,2021-02-02 05:11:52.711000+00:00,0 days 00:35:24.099000,35.40165
7429539_7429543,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-02 05:41:43.464000+00:00,2021-02-02 07:05:47.312000+00:00,0 days 01:24:03.848000,84.06413333333333
7429548_7429554,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2021-02-02 04:50:59.730000+00:00,2021-02-02 05:14:23.708000+00:00,0 days 00:23:23.978000,23.39963333333333
7429552_7429557,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2021-02-02 05:41:35.081000+00:00,2021-02-02 05:57:12.580000+00:00,0 days 00:15:37.499000,15.624983333333333
7429656_7429660,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2021-02-02 05:14:52.615000+00:00,2021-02-02 05:39:01.076000+00:00,0 days 00:24:08.461000,24.141016666666665
7429673_7429682,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2021-02-02 05:58:07.039000+00:00,2021-02-02 06:23:59.716000+00:00,0 days 00:25:52.677000,25.87795
7429943_7429954,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-02 09:13:52.090000+00:00,2021-02-02 10:26:55.110000+00:00,0 days 01:13:03.020000,73.05033333333333
7429956_7429963,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2021-02-02 11:15:36.347000+00:00,2021-02-02 12:23:27.882000+00:00,0 days 01:07:51.535000,67.85891666666667
7429987_7429991,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2021-02-02 09:13:41.123000+00:00,2021-02-02 09:31:06.768000+00:00,0 days 00:17:25.645000,17.427416666666666
7430565_7430585,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-02 13:14:15.876000+00:00,2021-02-02 14:17:27.764000+00:00,0 days 01:03:11.888000,63.19813333333333
7430566_7430580,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2021-02-02 12:17:37.503000+00:00,2021-02-02 12:40:57.089000+00:00,0 days 00:23:19.586000,23.32643333333333
7430570_7430584,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2021-02-02 13:14:32.902000+00:00,2021-02-02 13:30:11.022000+00:00,0 days 00:15:38.120000,15.635333333333334
7430607_7430612,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2021-02-02 12:24:10.528000+00:00,2021-02-02 12:51:22.310000+00:00,0 days 00:27:11.782000,27.196366666666663
7430616_7430623,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2021-02-02 12:46:32.175000+00:00,2021-02-02 13:10:35.849000+00:00,0 days 00:24:03.674000,24.06123333333333
7430650_7430654,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2021-02-02 13:47:43.181000+00:00,2021-02-02 14:13:07.469000+00:00,0 days 00:25:24.288000,25.4048
7431093_7431100,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-02 16:28:01.364000+00:00,2021-02-02 17:40:21.102000+00:00,0 days 01:12:19.738000,72.32896666666667
7431105_7431114,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2021-02-02 17:58:00.590000+00:00,2021-02-02 19:18:43.972000+00:00,0 days 01:20:43.382000,80.72303333333333
7431131_7431135,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2021-02-02 16:15:50.631000+00:00,2021-02-02 16:33:15.883000+00:00,0 days 00:17:25.252000,17.420866666666665
7431758_7431770,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-02 20:52:43.323000+00:00,2021-02-02 21:44:25.236000+00:00,0 days 00:51:41.913000,51.69855
7431763_7431771,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2021-02-02 19:17:48.755000+00:00,2021-02-02 19:41:08.942000+00:00,0 days 00:23:20.187000,23.33645
7431772_7431776,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2021-02-02 20:10:52.652000+00:00,2021-02-02 20:43:17.057000+00:00,0 days 00:32:24.405000,32.40675
7431795_7431799,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2021-02-02 19:22:59.945000+00:00,2021-02-02 19:58:00.119000+00:00,0 days 00:35:00.174000,35.0029
7431824_7431828,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2021-02-02 19:41:51.392000+00:00,2021-02-02 20:06:08.105000+00:00,0 days 00:24:16.713000,24.27855
7431946_7431950,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2021-02-02 20:46:27.971000+00:00,2021-02-02 21:11:35.553000+00:00,0 days 00:25:07.582000,25.126366666666662
7432408_7432419,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-02 22:45:24.733000+00:00,2021-02-02 23:59:42.373000+00:00,0 days 01:14:17.640000,74.294
7432427_7432435,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2021-02-03 00:00:48.252000+00:00,2021-02-03 01:46:45.271000+00:00,0 days 01:45:57.019000,105.95031666666668
7432463_7432467,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2021-02-02 22:45:14.437000+00:00,2021-02-02 23:02:39.400000+00:00,0 days 00:17:24.963000,17.41605
7433380_7433384,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-03 03:00:03.758000+00:00,2021-02-03 03:52:43.963000+00:00,0 days 00:52:40.205000,52.67008333333333
7433387_7433393,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2021-02-03 01:40:38.548000+00:00,2021-02-03 02:21:16.642000+00:00,0 days 00:40:38.094000,40.6349
7433394_7433398,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2021-02-03 02:59:54.333000+00:00,2021-02-03 03:15:32.385000+00:00,0 days 00:15:38.052000,15.6342
7433417_7433421,Keimfiltration_1_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_1,SIP,RP07_SIP_TRANS_FLT,2021-02-03 01:47:23.270000+00:00,2021-02-03 02:15:07.602000+00:00,0 days 00:27:44.332000,27.738866666666667
7433468_7433472,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2021-02-03 02:21:57.119000+00:00,2021-02-03 02:46:06.024000+00:00,0 days 00:24:08.905000,24.148416666666662
7433543_7433547,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2021-02-03 03:17:58.943000+00:00,2021-02-03 03:43:38.718000+00:00,0 days 00:25:39.775000,25.662916666666668
7433768_7433776,Abfuellbeh_2_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_2,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-03 05:24:25.975000+00:00,2021-02-03 06:36:50.580000+00:00,0 days 01:12:24.605000,72.41008333333333
7433780_7433787,Keimfiltration_2_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_2,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2021-02-03 06:43:06.626000+00:00,2021-02-03 07:50:39.684000+00:00,0 days 01:07:33.058000,67.55096666666667
7433808_7433812,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2021-02-03 05:24:00.966000+00:00,2021-02-03 05:41:26.772000+00:00,0 days 00:17:25.806000,17.4301
7434510_7434514,Keimfiltration_2_#_SIP_#_RP07_SIP_TRANS_FLT,Keimfiltration_2,SIP,RP07_SIP_TRANS_FLT,2021-02-03 07:51:23.359000+00:00,2021-02-03 08:20:17.654000+00:00,0 days 00:28:54.295000,28.904916666666665
7434639_7434647,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-03 10:10:30.773000+00:00,2021-02-03 11:22:25.309000+00:00,0 days 01:11:54.536000,71.90893333333334
7434651_7434656,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2021-02-03 09:19:38.334000+00:00,2021-02-03 09:42:59.646000+00:00,0 days 00:23:21.312000,23.3552
7434655_7434660,Ansatz_Transfer_#_CIP_PLS_A_#_RP05_CIP_TRANSFER,Ansatz_Transfer,CIP_PLS_A,RP05_CIP_TRANSFER,2021-02-03 10:10:23.007000+00:00,2021-02-03 10:36:15.969000+00:00,0 days 00:25:52.962000,25.8827
7434708_7434712,Partikelfiltration_#_SIP_#_RP07_SIP_TRANS_FLT,Partikelfiltration,SIP,RP07_SIP_TRANS_FLT,2021-02-03 09:43:36.239000+00:00,2021-02-03 10:07:47.707000+00:00,0 days 00:24:11.468000,24.191133333333333
7434783_7434787,Ansatz_Transfer_#_SIP_#_RP08_SIP_TRANSFER,Ansatz_Transfer,SIP,RP08_SIP_TRANSFER,2021-02-03 10:54:39.881000+00:00,2021-02-03 11:20:02.114000+00:00,0 days 00:25:22.233000,25.37055
7435102_7435106,Abfuellbeh_1_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Abfuellbeh_1,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-03 13:14:52.690000+00:00,2021-02-03 14:27:36.365000+00:00,0 days 01:12:43.675000,72.72791666666667
7435114_7435128,Keimfiltration_1_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112021AB,Keimfiltration_1,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112021AB,2021-02-03 16:28:31.659000+00:00,2021-02-03 18:45:40.005000+00:00,0 days 02:17:08.346000,137.1391
7435152_7435158,Ventilknoten_Abf_#_CIP_PLS_A_#_RP35_CIP_ABF_KNT,Ventilknoten_Abf,CIP_PLS_A,RP35_CIP_ABF_KNT,2021-02-03 12:13:37.691000+00:00,2021-02-03 12:31:06.520000+00:00,0 days 00:17:28.829000,17.480483333333332
7435246_7435250,Ventilknoten_Abf_#_SIP_#_RP36_SIP_ABF_KNT,Ventilknoten_Abf,SIP,RP36_SIP_ABF_KNT,2021-02-03 12:31:30.622000+00:00,2021-02-03 12:57:15.685000+00:00,0 days 00:25:45.063000,25.75105
7435453_7435458,Ventilknoten_Abf_#_CIP_PLS_A_#_RP23_CIP_FUELLER,Ventilknoten_Abf,CIP_PLS_A,RP23_CIP_FUELLER,2021-02-03 13:13:33.491000+00:00,2021-02-03 14:43:27.943000+00:00,0 days 01:29:54.452000,89.90753333333333
7435669_7435673,Abfuellbeh_1_#_SIP_#_RP06_SIP_BEHAELTER,Abfuellbeh_1,SIP,RP06_SIP_BEHAELTER,2021-02-03 14:27:47.931000+00:00,2021-02-03 16:02:49.732000+00:00,0 days 01:35:01.801000,95.03001666666668
7436131_7436139,Loesebehaelter_#_CIP_PLS_A_#_RP03_CIP_BEHAELTER,Loesebehaelter,CIP_PLS_A,RP03_CIP_BEHAELTER,2021-02-03 19:17:20.217000+00:00,2021-02-03 20:09:24.293000+00:00,0 days 00:52:04.076000,52.067933333333336
7436140_7436145,Partikelfiltration_#_CIP_PLS_A_#_RP04_CIP_TRANS_FLT_U112011A,Partikelfiltration,CIP_PLS_A,RP04_CIP_TRANS_FLT_U112011A,2021-02-03 18:25:24.225000+00:00,2021-02-03 18:48:44.007000+00:00,0 days 00:23:19.782000,23.3297
